date,open,high,low,close,adj_close,volume
2012-01-03,108.739998,110.989998,108.730003,110.370003,60.554794,11518700
2012-01-04,109.830002,110.370003,109.199997,110.180000,60.450546,8019100
2012-01-05,109.389999,109.540001,107.970001,109.099998,59.857994,7184900
2012-01-06,109.410004,109.610001,108.089996,108.309998,59.424526,8214900
2012-01-09,108.239998,109.669998,108.029999,109.489998,60.071976,7118800
2012-01-10,110.120003,110.660004,108.900002,109.059998,59.836029,7641800
2012-01-11,108.510002,108.650002,107.129997,107.769997,59.128277,7802500
2012-01-12,104.519997,106.040001,104.519997,104.970001,57.592037,11897200
2012-01-13,104.620003,106.150002,103.510002,106.089996,58.206554,8266900
2012-01-17,107.269997,107.980003,106.029999,106.720001,58.552208,6925300
2012-01-18,106.000000,106.940002,105.199997,106.830002,58.612537,6581400
2012-01-19,107.209999,107.500000,105.820000,106.930000,58.667423,5666100
2012-01-20,106.949997,107.199997,106.250000,106.889999,58.645458,7284600
2012-01-23,106.989998,107.500000,106.559998,107.010002,58.711300,6506700
2012-01-24,106.449997,107.089996,106.180000,106.720001,58.552208,5041400
2012-01-25,106.370003,108.000000,105.089996,107.730003,59.106346,8020700
2012-01-26,108.029999,108.570000,106.349998,106.589996,58.480858,7000400
2012-01-27,104.389999,104.669998,103.120003,103.959999,57.037933,10581500
2012-01-30,103.400002,103.500000,102.080002,103.410004,56.736141,7615700
2012-01-31,104.610001,104.779999,102.400002,103.120003,56.577061,8320100
2012-02-01,104.419998,104.419998,102.680000,102.790001,56.395985,7824500
2012-02-02,103.029999,103.959999,102.879997,103.690002,56.889801,5897200
2012-02-03,104.910004,105.599998,104.480003,105.500000,57.882858,6818600
2012-02-06,104.620003,106.760002,104.370003,106.669998,58.524769,6443600
2012-02-07,106.019997,107.059998,105.440002,106.830002,58.612537,6034700
2012-02-08,107.269997,107.500000,106.089996,106.760002,58.574123,5383700
2012-02-09,107.180000,107.410004,106.070000,106.370003,58.360157,4751400
2012-02-10,105.190002,105.519997,104.580002,105.279999,57.762146,6136800
2012-02-13,106.160004,106.529999,105.449997,106.379997,58.365654,4695500
2012-02-14,106.250000,106.529999,105.570000,106.489998,58.425972,5974800
2012-02-15,106.239998,106.239998,104.589996,105.000000,58.050053,6553800
2012-02-16,105.519997,106.570000,104.800003,106.519997,58.890404,5733900
2012-02-17,107.019997,107.239998,106.040001,106.660004,58.967823,5666500
2012-02-21,107.510002,108.500000,107.440002,108.410004,59.935307,7149000
2012-02-22,108.160004,108.559998,107.199997,107.500000,59.432220,7150000
2012-02-23,107.540001,108.500000,107.320000,108.349998,59.902122,5504800
2012-02-24,108.800003,109.400002,108.500000,109.080002,60.305706,5833300
2012-02-27,108.290001,110.220001,108.279999,109.629997,60.609795,7723400
2012-02-28,109.680000,110.400002,109.180000,109.610001,60.598721,9132500
2012-02-29,110.400002,110.919998,108.919998,109.120003,60.327824,10572800
2012-03-01,109.169998,110.139999,109.099998,109.760002,60.681686,5980100
2012-03-02,109.500000,109.870003,109.000000,109.610001,60.598721,5377100
2012-03-05,109.139999,109.449997,108.139999,109.320000,60.438416,5941500
2012-03-06,108.139999,109.029999,108.000000,108.849998,60.178539,7480800
2012-03-07,109.000000,109.949997,108.190002,109.459999,60.515778,6867900
2012-03-08,109.800003,110.570000,109.559998,110.029999,60.830929,5505400
2012-03-09,109.889999,110.410004,109.370003,109.570000,60.576633,5704200
2012-03-12,109.650002,110.000000,109.160004,110.000000,60.814342,5324700
2012-03-13,110.220001,111.309998,109.430000,111.190002,61.472248,7331000
2012-03-14,111.050003,112.279999,110.540001,110.690002,61.195816,8819400
2012-03-15,110.510002,110.930000,109.459999,110.029999,60.830929,8899400
2012-03-16,110.430000,110.830002,110.099998,110.279999,60.969151,11092500
